152,0,1,1,2,1,2,0,0,0,1,0,1,1,1,3
153,3,0,0,0,1,1,1,1,1,1,3,1,1,2,0
154,1,0,2,1,0,0,1,3,1,1,1,1,1,0,1
155,2,0,1,1,2,1,2,0,2,1,0,1,1,1,0
156,1,1,2,2,0,1,1,1,2,1,0,0,2,1,0
157,3,0,1,1,1,1,1,0,1,1,1,2,0,2,1
158,0,0,0,0,1,1,2,1,0,2,1,2,0,0,3
159,2,0,1,1,2,1,0,2,1,0,2,0,2,1,0
160,3,0,1,2,0,1,1,1,0,1,2,0,2,1,1
161,1,1,2,1,1,1,0,2,0,1,1,2,1,0,1
162,2,0,1,0,2,0,2,0,2,0,1,2,0,1,2
163,0,0,0,1,1,2,1,1,2,2,0,0,1,2,0
164,2,0,2,1,2,1,0,2,1,0,2,1,0,1,0
165,3,1,1,1,0,2,2,1,0,0,2,1,2,1,0
166,1,0,0,1,0,0,0,1,1,3,0,2,1,2,2
167,0,0,1,1,2,1,2,0,2,1,0,0,1,0,2
168,3,0,1,1,1,2,0,1,1,0,2,2,2,0,0
169,0,0,2,0,1,0,2,2,0,2,1,1,0,1,1
170,1,0,1,2,1,0,2,0,1,1,0,1,1,2,1
171,2,1,0,1,1,2,0,1,2,1,1,0,1,1,2
172,0,0,3,2,1,2,1,0,1,0,1,0,0,1,1
173,3,0,0,1,0,0,0,4,1,0,1,1,0,3,2
174,1,1,0,1,2,1,0,0,2,0,1,3,2,0,1
175,2,0,1,0,1,1,3,0,0,4,1,0,2,0,0
176,3,0,1,0,0,1,1,3,1,2,1,0,1,1,1
177,0,1,2,2,1,1,0,0,1,0,0,3,1,1,1
178,1,0,0,1,1,1,2,1,2,0,3,1,0,0,1
179,2,0,1,1,2,1,1,0,0,2,0,0,2,2,1
180,0,1,3,1,1,1,0,1,1,1,0,2,2,0,0
181,1,0,0,0,1,1,0,2,1,1,2,1,0,2,2
182,2,0,0,1,1,0,2,0,2,1,1,1,1,1,2
183,3,0,1,2,1,2,2,1,0,1,1,0,1,1,0
184,0,1,1,3,0,0,1,0,2,1,0,0,3,1,1
185,3,0,1,0,2,2,1,1,0,1,2,0,0,1,2
186,1,0,1,0,1,0,0,1,1,2,1,3,1,1,1
187,2,0,1,1,1,2,2,2,1,0,1,1,0,1,0
188,2,1,2,1,2,0,2,0,2,1,0,1,1,0,1
189,0,0,1,0,1,0,1,0,1,2,2,0,1,3,1
190,1,0,1,1,1,3,0,1,0,0,1,2,1,0,2
191,3,0,0,2,0,1,1,3,1,1,1,1,1,1,0
192,0,0,3,1,1,1,1,0,0,2,1,3,0,0,0
193,1,0,1,1,2,0,1,0,0,2,0,1,1,2,2
194,3,1,0,2,1,0,0,2,3,0,0,0,2,2,1
195,2,0,0,0,0,3,2,2,1,0,3,0,1,0,1
196,1,0,0,1,0,1,0,1,2,2,1,2,1,1,1
197,2,0,1,0,3,2,1,0,0,1,2,1,1,1,0
198,3,0,2,2,1,0,0,1,1,1,1,1,1,1,1
199,0,1,1,1,0,1,3,2,1,0,0,0,1,1,2
200,1,1,0,0,1,1,1,1,1,1,1,3,2,0,1
201,3,0,0,2,1,3,3,0,1,0,0,0,0,2,1
202,0,0,3,1,2,0,0,2,1,0,2,0,1,1,0
203,2,0,1,1,0,0,0,1,1,3,1,1,1,1,2
204,3,0,0,1,0,1,1,3,2,0,0,1,1,1,2
205,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1
206,1,0,0,2,2,1,2,0,1,2,1,1,1,0,0
207,2,0,3,0,1,1,0,0,1,1,2,0,1,2,1
208,3,1,0,2,1,1,1,0,1,1,2,1,1,1,1
209,0,0,2,0,1,2,2,0,0,0,1,1,1,2,1
210,2,0,0,1,1,1,1,1,1,2,1,1,1,1,1
211,1,0,2,1,1,0,0,3,2,1,0,1,1,0,1
212,1,0,0,2,0,0,1,1,1,1,3,1,0,2,1
213,0,0,1,1,0,2,0,1,2,0,0,1,3,1,1
214,2,0,1,0,2,1,3,1,1,2,0,1,0,1,0
215,3,1,2,1,2,1,0,1,0,1,1,1,1,0,2
216,0,0,0,1,0,1,2,1,0,0,1,2,1,2,2
217,1,0,1,1,1,1,0,0,2,1,2,1,1,2,0
218,2,0,1,1,2,1,1,2,0,2,0,1,2,0,0
219,3,1,2,1,1,1,1,1,2,1,1,0,0,0,2
220,3,0,0,2,1,1,3,0,2,1,1,1,0,0,1
221,2,0,0,1,2,0,1,2,1,2,0,1,0,2,1
222,1,0,2,1,1,1,0,0,0,0,3,2,2,1,0
223,0,1,2,0,0,2,0,2,1,1,0,0,2,1,2
224,1,1,1,1,1,0,1,0,0,0,2,1,2,2,2
225,3,0,0,1,1,2,1,1,1,2,1,0,1,1,1
226,0,0,1,1,0,2,1,1,2,1,1,2,1,0,0
227,2,0,2,1,2,0,1,2,1,1,0,1,0,1,1
228,3,0,1,1,1,1,0,1,1,1,0,2,1,2,1
229,1,1,2,0,2,2,2,0,1,0,1,0,1,1,1
230,2,0,0,3,0,0,0,2,1,1,1,2,1,1,1
231,0,0,1,0,1,1,2,1,1,2,2,0,1,0,1
232,2,0,0,3,1,1,0,0,2,2,1,2,0,1,0
233,0,1,1,1,0,0,3,2,0,0,0,0,1,3,2
234,1,0,2,0,1,1,0,1,2,0,3,1,2,0,0
235,3,0,1,0,2,2,1,1,0,2,0,1,1,0,2
236,2,1,1,2,2,0,0,0,1,2,2,0,3,0,0
237,3,0,1,1,1,1,2,1,2,1,0,1,0,1,1
238,0,0,2,0,0,0,2,0,1,0,1,2,1,2,2
239,1,0,0,1,1,3,0,3,0,1,1,1,0,1,1
240,3,0,2,0,1,0,0,1,1,2,2,1,0,1,2
241,1,0,1,2,1,1,3,2,0,0,1,0,1,0,1
242,0,1,0,0,1,2,0,1,1,2,0,1,2,2,1
243,2,0,1,2,1,1,1,0,2,0,1,2,1,1,0
244,0,1,2,0,1,1,0,1,2,0,0,1,2,1,2
245,1,0,0,1,1,1,2,1,2,1,2,1,0,1,0
246,2,0,0,2,0,0,0,1,0,2,2,2,2,1,1
247,3,0,2,1,2,2,2,1,0,1,0,0,0,1,1
248,3,1,1,0,3,0,1,2,1,1,1,2,1,0,0
249,1,0,1,1,0,0,3,0,1,1,1,1,0,2,2
250,0,0,1,2,0,1,0,0,1,1,1,0,2,2,2
251,2,0,1,1,1,3,0,2,1,1,1,1,1,0,0
252,3,0,0,2,1,0,1,1,1,0,1,1,2,2,1
253,1,0,3,0,0,1,0,0,2,1,1,1,1,1,2
254,0,0,0,1,0,2,3,3,0,2,1,1,0,0,0
255,2,1,1,1,3,1,0,0,1,1,1,1,1,1,1
256,3,0,0,0,0,2,1,1,2,1,1,1,0,3,1
257,2,0,1,2,2,1,1,1,0,0,3,0,1,1,0
258,0,1,3,0,1,0,1,1,1,2,0,3,0,0,1
259,1,0,0,2,1,1,1,1,1,1,0,0,3,0,2
260,0,1,3,1,2,0,0,2,0,2,1,1,1,0,0
261,3,0,0,2,0,2,1,1,3,0,2,0,1,0,1
262,1,0,1,0,0,1,2,1,0,2,0,1,1,3,1
263,2,0,0,1,2,1,1,0,1,0,1,2,1,1,2
264,2,1,0,1,1,0,2,1,0,1,1,0,2,2,2
265,3,0,2,0,2,0,0,0,4,1,1,1,0,1,1
266,0,0,1,2,1,1,1,1,0,2,1,3,0,0,0
267,1,0,1,1,0,3,1,2,0,0,1,0,2,1,1
268,3,0,2,1,0,2,0,0,0,3,1,1,1,1,1
269,0,0,1,1,0,1,1,0,2,0,1,2,2,0,2
270,1,1,0,1,4,0,2,2,1,1,0,0,1,0,1
271,2,0,1,1,0,1,1,2,1,0,2,1,0,3,0
272,1,0,2,3,0,0,1,2,1,0,1,0,1,1,1
273,2,1,0,1,1,2,1,0,0,3,1,1,1,1,1
274,0,0,1,0,1,0,2,1,2,1,0,1,2,1,1
275,3,0,1,0,2,2,0,1,1,0,2,2,0,1,1
276,0,0,2,2,1,1,0,1,0,1,1,2,1,0,1
277,1,0,1,0,2,1,1,1,1,0,2,1,0,1,2
278,2,1,0,0,1,1,3,1,3,2,0,0,1,1,0
279,3,0,1,2,0,1,0,1,0,1,1,1,2,2,1
280,3,0,2,0,1,1,1,2,2,1,1,1,0,1,0
281,2,0,0,3,2,1,0,2,1,1,1,0,0,1,1
282,1,1,1,0,1,2,1,0,0,0,0,2,1,2,3
283,0,0,1,1,0,0,2,0,1,2,2,1,3,0,0
284,2,0,1,1,1,1,2,1,2,0,1,1,2,0,0
285,1,1,1,1,2,0,0,3,1,2,1,0,1,0,1
286,3,0,0,1,1,1,1,0,1,2,0,1,1,1,3
287,0,0,2,1,0,2,1,0,0,0,2,2,0,3,0
288,2,0,0,1,1,1,0,1,1,2,0,1,2,1,2
289,1,1,2,1,0,0,1,0,1,1,2,0,1,2,2
290,0,0,2,2,1,2,0,1,1,1,1,2,0,0,0
291,3,0,0,0,2,1,3,2,1,0,1,1,1,1,0
292,2,0,1,1,1,2,1,0,1,1,3,1,0,0,1
293,0,1,2,1,1,0,2,2,2,1,0,1,0,0,1
294,1,0,1,2,0,2,0,1,1,0,0,1,1,3,1
295,3,0,0,0,2,0,1,1,0,2,1,1,3,1,1
296,1,1,0,2,1,1,0,0,0,3,1,1,2,0,2
297,0,0,2,2,1,1,1,1,1,0,0,2,0,2,0
298,2,0,1,0,1,2,2,2,2,0,1,1,0,0,1
299,3,0,1,0,1,0,1,1,1,1,2,0,2,2,1
300,3,0,2,0,2,0,0,1,1,0,1,1,1,2,2
301,2,1,0,0,1,1,2,2,2,1,1,1,2,0,0
302,0,0,1,3,1,1,1,0,0,1,1,0,1,1,2
303,1,0,1,1,0,2,1,1,1,2,1,2,0,1,0
304,2,0,1,1,1,0,1,1,0,1,2,1,1,3,0
305,3,0,1,0,0,2,2,1,1,2,1,2,1,0,0
306,0,1,2,2,1,1,0,0,3,0,1,0,0,1,2
307,1,0,0,1,2,1,1,2,0,1,0,1,2,0,2
308,3,1,0,0,1,2,1,1,0,2,2,1,0,3,0
309,0,0,3,1,2,1,0,1,1,0,0,1,1,0,2
310,1,0,0,3,1,1,1,2,0,1,0,1,0,1,2
311,2,0,1,0,0,0,2,0,3,1,2,1,3,0,0
312,2,0,1,1,0,1,0,2,0,2,0,2,1,2,1
313,1,0,1,2,1,0,2,1,0,0,1,0,3,1,1
314,3,0,1,0,2,1,1,0,2,2,1,2,0,0,1
315,0,1,1,1,1,2,1,1,2,0,2,0,0,1,1
316,3,1,1,0,1,3,0,2,0,2,1,1,1,0,1
317,2,0,0,1,0,0,1,1,1,1,1,1,2,3,1
318,0,0,3,1,3,1,0,0,1,0,1,1,1,0,1
319,1,0,0,2,0,0,3,1,2,1,1,1,0,1,1
320,0,0,0,2,1,0,1,2,2,1,2,0,0,1,1
321,2,0,1,1,0,1,1,1,1,1,0,2,4,0,0
322,3,0,1,0,1,2,1,0,1,1,1,1,0,2,2
323,1,1,2,1,2,1,1,1,0,1,1,1,0,1,1
324,0,0,2,0,2,2,1,2,1,1,0,1,0,0,1
325,2,1,0,2,1,0,1,1,1,2,3,1,0,1,0
326,3,0,0,1,0,1,1,0,0,1,1,1,2,2,3
327,1,0,2,1,1,1,1,1,2,0,0,1,2,1,0
328,3,0,1,2,1,0,1,2,0,1,1,1,1,1,1
329,1,0,1,1,2,3,0,0,3,1,0,0,1,1,0
330,0,1,1,1,1,0,2,2,0,0,0,2,0,1,3
331,2,0,1,0,0,1,1,0,1,2,3,1,2,1,0
332,0,1,1,1,1,3,1,1,0,0,0,3,0,1,1
333,2,0,2,1,1,1,1,1,2,1,1,0,1,0,1
334,3,0,0,0,0,0,1,1,1,1,3,1,2,2,1
335,1,0,1,2,2,0,1,1,1,2,0,0,1,1,1
336,1,1,2,0,1,0,1,2,1,1,0,2,1,0,2
337,3,0,1,1,1,2,3,1,0,0,2,1,1,0,0
338,2,0,0,1,1,2,0,1,0,1,1,1,2,2,1
339,0,0,1,2,1,0,0,0,3,2,1,0,0,2,1
340,2,0,1,1,1,2,1,2,0,0,2,1,2,0,0
341,3,1,0,1,1,0,1,1,2,3,1,2,1,0,0
342,0,0,1,2,0,1,0,0,2,0,0,1,0,4,2
343,1,0,2,0,2,1,2,1,0,1,1,0,1,0,2
344,3,0,0,0,0,0,2,1,1,1,2,2,2,1,1
345,2,0,2,1,0,1,1,1,2,1,0,2,0,2,0
346,0,0,2,1,2,0,1,0,1,0,1,0,1,1,3
347,1,1,0,2,2,3,0,2,0,2,1,0,1,0,0
348,0,0,1,1,2,0,1,0,2,0,1,1,1,3,0
349,3,1,0,0,0,1,2,3,1,1,2,1,0,0,2
350,2,0,1,2,1,2,0,1,0,1,1,2,1,0,1
351,1,0,2,1,1,1,1,0,1,2,0,0,2,1,1
352,3,0,1,2,1,2,1,2,0,2,0,0,0,1,1
353,1,0,0,0,0,2,0,1,2,0,2,2,1,1,2
354,2,0,1,0,1,0,3,0,2,1,2,1,1,1,0
355,0,1,2,2,2,0,0,1,0,1,0,1,2,1,1
356,0,1,1,1,1,2,0,0,2,0,0,0,2,2,2
357,1,0,1,1,1,1,1,2,0,2,1,1,1,0,1
358,2,0,2,2,2,0,3,0,0,1,1,1,0,0,1
359,3,0,0,0,0,1,0,2,2,1,2,2,1,2,0
360,3,1,0,0,2,1,3,1,1,1,1,1,2,0,0
361,2,0,2,3,1,2,0,1,1,1,1,1,0,0,0
362,0,0,1,0,1,0,1,1,1,1,1,2,0,1,3
363,1,0,1,1,0,1,0,1,1,1,1,0,2,3,1
364,1,0,0,0,0,0,1,1,3,3,3,1,0,0,1
365,3,0,1,0,2,1,2,1,0,0,1,0,1,3,1
366,2,0,2,3,1,1,0,1,0,1,0,1,2,1,0
367,0,1,1,1,1,2,1,1,1,0,0,2,1,0,2
368,1,1,1,2,1,1,3,0,1,1,1,0,2,0,0
369,3,0,1,2,1,0,0,2,0,2,2,1,1,1,0
370,0,0,1,0,1,1,1,1,2,1,0,2,0,1,2
371,2,0,1,0,1,2,0,1,1,0,1,1,1,2,2
372,1,0,1,2,1,0,1,1,0,0,1,1,2,1,2
373,0,1,1,1,0,1,2,1,0,3,1,2,0,1,0
374,2,0,1,1,0,1,0,1,3,1,0,0,2,2,1
375,3,0,1,0,3,2,1,1,1,0,2,1,0,0,1
376,1,1,1,2,2,2,0,2,0,0,1,0,2,1,0
377,0,0,1,1,1,2,2,0,1,0,0,3,1,1,0
378,3,0,0,1,0,0,1,1,2,1,3,0,0,1,3
379,2,0,2,0,1,0,1,1,1,3,0,1,1,1,1
380,3,0,0,0,0,2,1,2,0,0,1,1,2,1,3
381,0,1,1,1,1,2,0,1,1,1,1,2,1,0,1
382,1,0,1,2,1,0,1,1,1,2,1,0,1,2,0
383,2,0,2,1,2,0,2,0,2,1,1,1,0,1,0
384,1,1,2,1,1,1,2,1,1,0,1,0,2,0,1
385,2,0,1,2,0,1,0,1,2,3,1,2,0,0,0
386,0,0,0,1,2,1,0,0,1,1,2,1,0,2,2
387,3,0,1,0,1,1,2,2,0,0,0,1,2,2,1
388,0,0,2,2,0,2,0,0,3,1,1,1,1,0,0
389,3,1,0,1,1,1,4,1,0,0,2,0,1,1,1
390,1,0,1,1,2,0,0,2,0,1,1,2,2,0,1
391,2,0,1,0,1,1,0,1,1,2,0,1,0,3,2
392,0,0,1,2,2,0,2,1,1,0,0,0,1,2,1
393,1,0,3,0,1,2,2,0,1,2,0,1,0,0,1
394,3,0,0,1,1,0,0,3,0,2,2,0,1,1,2
395,2,1,0,1,0,2,0,0,2,0,2,3,2,1,0
396,2,0,1,2,0,2,1,0,1,0,1,1,1,2,1
397,3,0,1,0,4,1,0,1,1,1,1,1,0,1,1
398,0,1,0,2,0,1,1,2,1,0,1,1,2,1,1
399,1,0,2,0,0,0,2,1,1,3,1,1,1,0,1
400,0,1,1,1,2,2,2,1,2,0,1,0,1,0,0
401,1,0,2,0,0,0,1,1,0,0,1,1,1,3,3
402,3,0,1,1,0,2,0,2,1,3,1,1,1,0,0
403,2,0,0,2,2,0,1,0,1,1,1,2,1,1,1
404,1,1,1,2,1,0,1,0,2,3,1,0,1,1,0
405,2,0,2,2,0,1,1,2,1,0,0,1,1,1,1
406,3,0,0,0,2,2,2,0,1,1,1,0,2,0,2
407,0,0,1,0,1,1,0,2,0,0,2,3,0,2,1
408,0,0,1,2,1,0,1,2,2,0,1,1,1,0,1
409,1,1,2,0,2,1,0,1,0,0,1,2,2,1,1
410,2,0,0,1,0,3,2,0,1,0,2,0,1,1,2
411,3,0,1,1,1,0,1,1,1,4,0,1,0,2,0
412,3,0,0,0,4,2,0,2,1,1,0,0,0,1,2
413,2,1,1,1,0,0,1,1,3,2,1,1,1,0,1
414,0,0,2,0,0,2,3,0,0,0,1,0,2,2,1
415,1,0,1,3,0,0,0,1,0,1,2,3,1,1,0
416,1,0,1,0,2,1,1,1,0,0,2,2,2,1,0
417,0,0,2,2,1,1,1,1,0,2,2,0,0,0,1
418,2,1,0,1,0,0,0,1,1,2,0,2,1,2,3
419,3,0,1,1,1,2,2,1,3,0,0,0,1,1,0
420,3,0,1,1,1,1,2,0,3,0,1,2,0,0,1
421,1,0,0,1,1,1,0,2,0,2,0,1,2,2,1
422,0,1,3,1,2,1,1,1,1,1,1,0,0,1,0
423,2,0,0,1,0,1,1,1,0,1,2,1,2,1,2
424,2,1,0,0,1,1,0,2,2,0,3,1,2,1,0
425,1,0,1,1,2,0,1,1,1,3,0,1,1,0,1
426,3,0,0,0,1,1,1,1,0,1,1,2,0,2,3
427,0,0,3,3,0,2,2,0,1,0,0,0,1,1,0
428,0,0,2,1,0,0,1,1,0,3,1,1,1,1,1
429,3,0,0,0,2,1,1,1,2,0,2,1,1,2,0
430,1,1,0,3,1,1,0,2,0,1,0,2,1,1,1
431,2,0,2,0,1,2,2,0,2,0,1,0,1,0,2
432,1,0,1,1,2,2,0,2,2,0,0,1,1,1,0
433,0,1,2,1,0,0,3,1,0,2,1,2,0,0,1
434,3,0,0,1,1,1,1,1,0,1,3,1,2,1,0
435,2,0,1,1,1,1,0,0,2,1,0,0,1,2,3
